country,age_group,date,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred
Spain,10-14,2021-01-08,0.0,0.0,0.0
Spain,10-14,2021-01-15,0.0,0.0,0.0
Spain,10-14,2021-01-22,0.0,0.0,0.0
Spain,10-14,2021-01-29,0.0,0.0,0.0
Spain,10-14,2021-02-05,0.0,0.0,0.0
Spain,10-14,2021-02-12,0.0,0.0,0.0
Spain,10-14,2021-02-19,0.0,0.0,0.0
Spain,10-14,2021-02-26,0.0,0.0,0.0
Spain,10-14,2021-03-05,0.0,0.0,0.0
Spain,10-14,2021-03-12,0.0,0.0,0.0
Spain,10-14,2021-03-19,0.0,0.0,0.0
Spain,10-14,2021-03-26,0.0,0.0,0.0
Spain,10-14,2021-04-02,0.0,0.0,0.0
Spain,10-14,2021-04-09,0.01,0.0,0.0
Spain,10-14,2021-04-16,0.01,0.0,0.0
Spain,10-14,2021-04-23,0.01,0.0,0.0
Spain,10-14,2021-04-30,0.01,0.0,0.0
Spain,10-14,2021-05-07,0.01,0.0,0.0
Spain,10-14,2021-05-14,0.01,0.0,0.0
Spain,10-14,2021-05-21,0.01,0.0,0.0
Spain,10-14,2021-05-28,0.01,0.0,0.0
Spain,10-14,2021-06-04,0.02,0.01,0.0
Spain,10-14,2021-06-11,0.03,0.01,0.0
Spain,10-14,2021-06-18,0.04,0.01,0.0
Spain,10-14,2021-06-25,0.05,0.01,0.0
Spain,10-14,2021-07-02,0.08,0.01,0.0
Spain,10-14,2021-07-09,0.12,0.03,0.0
Spain,10-14,2021-07-16,0.17,0.04,0.0
Spain,10-14,2021-07-23,0.25,0.07,0.0
Spain,10-14,2021-07-30,1.14,0.1,0.0
Spain,10-14,2021-08-06,5.16,0.14,0.0
Spain,10-14,2021-08-13,14.9,0.21,0.0
Spain,10-14,2021-08-20,27.25,0.8,0.0
Spain,10-14,2021-08-27,35.91,3.95,0.0
Spain,10-14,2021-09-03,40.66,12.08,0.0
Spain,10-14,2021-09-10,43.48,23.17,0.0
Spain,10-14,2021-09-17,44.71,31.49,0.0
Spain,10-14,2021-09-24,45.5,35.82,0.01
Spain,10-14,2021-10-01,46.06,38.48,0.01
Spain,10-14,2021-10-08,46.46,39.58,0.02
Spain,10-14,2021-10-15,46.8,40.26,0.02
Spain,10-14,2021-10-22,47.17,40.81,0.03
Spain,10-14,2021-10-29,47.53,41.19,0.03
Spain,10-14,2021-11-05,47.83,41.47,0.04
Spain,10-14,2021-11-12,48.18,41.76,0.04
Spain,10-14,2021-11-19,48.56,42.06,0.05
Spain,10-14,2021-11-26,49.01,42.32,0.06
Spain,10-14,2021-12-03,49.54,42.61,0.07
Spain,10-14,2021-12-10,49.93,42.9,0.08
Spain,10-14,2021-12-17,62.16,43.25,0.09
Spain,10-14,2021-12-24,70.28,43.56,0.1
Spain,10-14,2021-12-31,73.49,43.83,0.11
Spain,10-14,2022-01-07,76.91,44.11,0.12
Spain,10-14,2022-01-14,79.78,44.52,0.12
Spain,10-14,2022-01-21,81.57,44.83,0.13
Spain,10-14,2022-01-28,82.37,45.08,0.14
Spain,10-14,2022-02-04,82.72,45.28,0.15
Spain,10-14,2022-02-11,83.04,53.42,0.17
Spain,10-14,2022-02-18,83.38,60.76,0.18
Spain,10-14,2022-02-25,83.6,63.46,0.19
Spain,10-14,2022-03-04,83.8,65.71,0.2
Spain,10-14,2022-03-11,84.0,67.9,0.21
Spain,10-14,2022-03-18,84.17,69.62,0.21
Spain,10-14,2022-03-25,84.33,71.11,0.22
Spain,10-14,2022-04-01,84.45,72.14,0.23
Spain,10-14,2022-04-08,84.54,72.89,0.24
Spain,10-14,2022-04-15,84.6,73.21,0.25
Spain,10-14,2022-04-22,84.69,73.71,0.25
Spain,10-14,2022-04-29,84.76,74.08,0.26
Spain,10-14,2022-05-06,84.81,74.29,0.26
Spain,10-14,2022-05-13,84.87,74.51,0.27
Spain,10-14,2022-05-20,84.93,74.69,0.28
Spain,10-14,2022-05-27,84.99,74.86,0.29
Spain,10-14,2022-06-03,85.04,74.99,0.3
Spain,10-14,2022-06-10,85.08,75.1,0.32
Spain,10-14,2022-06-17,85.11,75.21,0.33
Spain,10-14,2022-06-24,85.15,75.31,0.35
Spain,10-14,2022-07-01,85.19,75.43,0.36
Spain,10-14,2022-07-08,85.22,75.53,0.38
Spain,10-14,2022-07-15,85.25,75.61,0.4
Spain,10-14,2022-07-22,85.28,75.69,0.41
Spain,10-14,2022-07-29,85.3,75.75,0.42
Spain,10-14,2022-08-05,85.32,75.79,0.42
Spain,10-14,2022-08-12,85.33,75.83,0.43
Spain,10-14,2022-08-19,85.34,75.85,0.43
Spain,10-14,2022-08-26,85.36,75.88,0.44
Spain,10-14,2022-09-02,85.37,75.92,0.44
Spain,10-14,2022-09-09,85.38,75.95,0.45
Spain,10-14,2022-09-16,85.4,75.98,0.45
Spain,10-14,2022-09-23,85.4,76.0,0.45
Spain,10-14,2022-09-30,85.41,76.02,0.45
Spain,10-14,2022-10-07,85.42,76.04,0.46
Spain,10-14,2022-10-14,85.42,76.04,0.46
Spain,10-14,2022-10-21,85.43,76.06,0.47
Spain,10-14,2022-10-28,85.43,76.07,0.48
Spain,10-14,2022-11-04,85.44,76.08,0.5
Spain,10-14,2022-11-11,85.44,76.09,0.52
Spain,10-14,2022-11-18,85.45,76.1,0.53
Spain,10-14,2022-11-25,85.45,76.11,0.55
Spain,10-14,2022-12-02,85.46,76.12,0.57
Spain,10-14,2022-12-09,85.46,76.12,0.58
Spain,10-14,2022-12-16,85.46,76.13,0.59
Spain,10-14,2022-12-23,85.47,76.14,0.61
Spain,10-14,2022-12-30,85.47,76.14,0.63
Spain,10-14,2023-01-06,85.47,76.14,0.64
Spain,10-14,2023-01-13,85.48,76.15,0.66
Spain,10-14,2023-01-20,85.48,76.16,0.71
Spain,10-14,2023-01-27,85.49,76.17,0.73
Spain,10-14,2023-02-03,85.49,76.17,0.75
Spain,10-14,2023-02-10,85.49,76.17,0.77
Spain,10-14,2023-02-17,85.49,76.18,0.78
Spain,10-14,2023-02-24,85.5,76.18,0.79
Spain,10-14,2023-03-03,85.5,76.18,0.79
Spain,10-14,2023-03-10,85.5,76.18,0.8
Spain,10-14,2023-03-17,85.5,76.19,0.8
Spain,10-14,2023-03-24,85.5,76.19,0.8
Spain,10-14,2023-03-31,85.5,76.19,0.81
Spain,10-14,2023-04-07,85.5,76.19,0.81
Spain,10-14,2023-04-14,85.5,76.19,0.81
Spain,10-14,2023-04-21,85.5,76.19,0.81
Spain,10-14,2023-04-28,85.5,76.19,0.81
Spain,10-14,2023-05-05,85.5,76.19,0.81
Spain,10-14,2023-05-12,85.5,76.19,0.82
Spain,10-14,2023-05-19,85.5,76.19,0.82
Spain,10-14,2023-05-26,85.5,76.19,0.82
Spain,10-14,2023-06-02,85.5,76.19,0.82
Spain,10-14,2023-06-09,85.5,76.2,0.82
Spain,10-14,2023-06-16,85.5,76.2,0.82
Spain,10-14,2023-06-23,85.5,76.2,0.82
Spain,10-14,2023-06-30,85.5,76.2,0.83
Spain,10-14,2023-07-07,85.5,76.2,0.83
Spain,10-14,2023-07-14,85.5,76.2,0.83
Spain,10-14,2023-07-21,85.5,76.2,0.83
Spain,10-14,2023-07-28,85.5,76.2,0.83
Spain,10-14,2023-08-04,85.5,76.2,0.83
Spain,10-14,2023-08-11,85.5,76.2,0.83
Spain,10-14,2023-08-18,85.5,76.2,0.83
Spain,10-14,2023-08-25,85.5,76.2,0.83
Spain,10-14,2023-09-01,85.5,76.2,0.83
Spain,10-14,2023-09-08,85.5,76.2,0.83
Spain,10-14,2023-09-15,85.5,76.2,0.83
Spain,10-14,2023-09-22,85.5,76.2,0.83
Spain,10-14,2023-09-29,85.5,76.2,0.83
Spain,15-17,2021-01-08,0.0,0.0,0.0
Spain,15-17,2021-01-15,0.01,0.0,0.0
Spain,15-17,2021-01-22,0.01,0.0,0.0
Spain,15-17,2021-01-29,0.01,0.0,0.0
Spain,15-17,2021-02-05,0.02,0.0,0.0
Spain,15-17,2021-02-12,0.02,0.01,0.0
Spain,15-17,2021-02-19,0.03,0.01,0.0
Spain,15-17,2021-02-26,0.05,0.01,0.0
Spain,15-17,2021-03-05,0.06,0.02,0.0
Spain,15-17,2021-03-12,0.06,0.03,0.0
Spain,15-17,2021-03-19,0.07,0.04,0.0
Spain,15-17,2021-03-26,0.07,0.05,0.0
Spain,15-17,2021-04-02,0.08,0.06,0.0
Spain,15-17,2021-04-09,0.09,0.06,0.0
Spain,15-17,2021-04-16,0.1,0.07,0.0
Spain,15-17,2021-04-23,0.12,0.07,0.0
Spain,15-17,2021-04-30,0.13,0.09,0.0
Spain,15-17,2021-05-07,0.15,0.1,0.0
Spain,15-17,2021-05-14,0.16,0.11,0.0
Spain,15-17,2021-05-21,0.19,0.12,0.0
Spain,15-17,2021-05-28,0.2,0.13,0.0
Spain,15-17,2021-06-04,0.23,0.15,0.0
Spain,15-17,2021-06-11,0.26,0.17,0.0
Spain,15-17,2021-06-18,0.31,0.19,0.0
Spain,15-17,2021-06-25,0.38,0.21,0.0
Spain,15-17,2021-07-02,0.82,0.24,0.0
Spain,15-17,2021-07-09,2.51,0.28,0.0
Spain,15-17,2021-07-16,3.97,0.34,0.0
Spain,15-17,2021-07-23,6.68,0.69,0.0
Spain,15-17,2021-07-30,14.15,2.09,0.0
Spain,15-17,2021-08-06,28.32,3.38,0.0
Spain,15-17,2021-08-13,49.58,5.4,0.0
Spain,15-17,2021-08-20,63.5,10.68,0.0
Spain,15-17,2021-08-27,72.86,22.24,0.0
Spain,15-17,2021-09-03,78.28,41.62,0.0
Spain,15-17,2021-09-10,81.69,54.39,0.0
Spain,15-17,2021-09-17,83.3,63.78,0.01
Spain,15-17,2021-09-24,84.26,68.32,0.02
Spain,15-17,2021-10-01,84.9,71.03,0.03
Spain,15-17,2021-10-08,85.35,72.18,0.04
Spain,15-17,2021-10-15,85.71,72.84,0.06
Spain,15-17,2021-10-22,86.06,73.32,0.07
Spain,15-17,2021-10-29,86.36,73.65,0.09
Spain,15-17,2021-11-05,86.57,73.87,0.1
Spain,15-17,2021-11-12,86.82,74.1,0.11
Spain,15-17,2021-11-19,87.07,74.31,0.13
Spain,15-17,2021-11-26,87.41,74.49,0.16
Spain,15-17,2021-12-03,87.85,74.69,0.2
Spain,15-17,2021-12-10,88.17,74.88,0.23
Spain,15-17,2021-12-17,88.62,75.11,0.27
Spain,15-17,2021-12-24,89.01,75.35,0.33
Spain,15-17,2021-12-31,89.28,75.57,0.36
Spain,15-17,2022-01-07,89.5,75.79,0.39
Spain,15-17,2022-01-14,89.75,76.08,0.42
Spain,15-17,2022-01-21,89.95,76.33,0.46
Spain,15-17,2022-01-28,90.1,76.52,0.5
Spain,15-17,2022-02-04,90.19,76.67,0.55
Spain,15-17,2022-02-11,90.26,76.83,0.61
Spain,15-17,2022-02-18,90.31,76.97,0.68
Spain,15-17,2022-02-25,90.34,77.08,0.74
Spain,15-17,2022-03-04,90.37,77.15,0.82
Spain,15-17,2022-03-11,90.39,77.22,0.9
Spain,15-17,2022-03-18,90.41,77.26,0.99
Spain,15-17,2022-03-25,90.43,77.31,1.05
Spain,15-17,2022-04-01,90.45,77.34,1.11
Spain,15-17,2022-04-08,90.46,77.37,1.17
Spain,15-17,2022-04-15,90.47,77.38,1.21
Spain,15-17,2022-04-22,90.48,77.41,1.26
Spain,15-17,2022-04-29,90.5,77.43,1.31
Spain,15-17,2022-05-06,90.51,77.44,1.35
Spain,15-17,2022-05-13,90.52,77.46,1.41
Spain,15-17,2022-05-20,90.53,77.48,1.5
Spain,15-17,2022-05-27,90.55,77.51,1.6
Spain,15-17,2022-06-03,90.57,77.53,1.68
Spain,15-17,2022-06-10,90.58,77.56,1.75
Spain,15-17,2022-06-17,90.59,77.58,1.82
Spain,15-17,2022-06-24,90.6,77.61,1.89
Spain,15-17,2022-07-01,90.61,77.63,1.96
Spain,15-17,2022-07-08,90.62,77.65,2.04
Spain,15-17,2022-07-15,90.63,77.68,2.11
Spain,15-17,2022-07-22,90.64,77.69,2.16
Spain,15-17,2022-07-29,90.64,77.71,2.21
Spain,15-17,2022-08-05,90.65,77.72,2.24
Spain,15-17,2022-08-12,90.65,77.73,2.27
Spain,15-17,2022-08-19,90.66,77.73,2.29
Spain,15-17,2022-08-26,90.66,77.74,2.31
Spain,15-17,2022-09-02,90.66,77.75,2.32
Spain,15-17,2022-09-09,90.67,77.75,2.34
Spain,15-17,2022-09-16,90.67,77.76,2.35
Spain,15-17,2022-09-23,90.68,77.76,2.36
Spain,15-17,2022-09-30,90.68,77.76,2.37
Spain,15-17,2022-10-07,90.68,77.76,2.39
Spain,15-17,2022-10-14,90.68,77.77,2.4
Spain,15-17,2022-10-21,90.69,77.77,2.43
Spain,15-17,2022-10-28,90.69,77.77,2.47
Spain,15-17,2022-11-04,90.69,77.77,2.51
Spain,15-17,2022-11-11,90.69,77.77,2.56
Spain,15-17,2022-11-18,90.7,77.78,2.63
Spain,15-17,2022-11-25,90.7,77.78,2.68
Spain,15-17,2022-12-02,90.71,77.78,2.74
Spain,15-17,2022-12-09,90.71,77.78,2.76
Spain,15-17,2022-12-16,90.71,77.79,2.81
Spain,15-17,2022-12-23,90.72,77.79,2.85
Spain,15-17,2022-12-30,90.72,77.79,2.92
Spain,15-17,2023-01-06,90.72,77.79,2.99
Spain,15-17,2023-01-13,90.72,77.79,3.08
Spain,15-17,2023-01-20,90.72,77.79,3.24
Spain,15-17,2023-01-27,90.72,77.79,3.33
Spain,15-17,2023-02-03,90.72,77.79,3.4
Spain,15-17,2023-02-10,90.73,77.8,3.45
Spain,15-17,2023-02-17,90.73,77.8,3.49
Spain,15-17,2023-02-24,90.73,77.8,3.52
Spain,15-17,2023-03-03,90.73,77.8,3.54
Spain,15-17,2023-03-10,90.73,77.8,3.56
Spain,15-17,2023-03-17,90.73,77.8,3.57
Spain,15-17,2023-03-24,90.73,77.8,3.58
Spain,15-17,2023-03-31,90.73,77.8,3.59
Spain,15-17,2023-04-07,90.73,77.8,3.6
Spain,15-17,2023-04-14,90.73,77.8,3.61
Spain,15-17,2023-04-21,90.73,77.8,3.62
Spain,15-17,2023-04-28,90.73,77.8,3.63
Spain,15-17,2023-05-05,90.73,77.8,3.63
Spain,15-17,2023-05-12,90.73,77.8,3.64
Spain,15-17,2023-05-19,90.73,77.8,3.64
Spain,15-17,2023-05-26,90.73,77.8,3.65
Spain,15-17,2023-06-02,90.73,77.8,3.65
Spain,15-17,2023-06-09,90.73,77.8,3.65
Spain,15-17,2023-06-16,90.73,77.8,3.66
Spain,15-17,2023-06-23,90.73,77.8,3.66
Spain,15-17,2023-06-30,90.73,77.8,3.67
Spain,15-17,2023-07-07,90.73,77.8,3.67
Spain,15-17,2023-07-14,90.73,77.8,3.67
Spain,15-17,2023-07-21,90.73,77.8,3.68
Spain,15-17,2023-07-28,90.73,77.8,3.68
Spain,15-17,2023-08-04,90.73,77.8,3.68
Spain,15-17,2023-08-11,90.73,77.8,3.68
Spain,15-17,2023-08-18,90.73,77.8,3.68
Spain,15-17,2023-08-25,90.73,77.8,3.68
Spain,15-17,2023-09-01,90.73,77.8,3.68
Spain,15-17,2023-09-08,90.73,77.8,3.69
Spain,15-17,2023-09-15,90.73,77.8,3.69
Spain,15-17,2023-09-22,90.73,77.8,3.69
Spain,15-17,2023-09-29,90.73,77.8,3.69
Spain,18-24,2021-01-08,0.28,0.0,0.0
Spain,18-24,2021-01-15,0.73,0.0,0.0
Spain,18-24,2021-01-22,1.0,0.04,0.0
Spain,18-24,2021-01-29,1.11,0.23,0.0
Spain,18-24,2021-02-05,1.24,0.6,0.0
Spain,18-24,2021-02-12,1.51,0.91,0.0
Spain,18-24,2021-02-19,2.03,1.07,0.0
Spain,18-24,2021-02-26,2.65,1.16,0.0
Spain,18-24,2021-03-05,3.14,1.32,0.0
Spain,18-24,2021-03-12,3.73,1.62,0.0
Spain,18-24,2021-03-19,3.89,1.89,0.01
Spain,18-24,2021-03-26,4.59,2.04,0.01
Spain,18-24,2021-04-02,4.95,2.08,0.01
Spain,18-24,2021-04-09,5.24,2.14,0.01
Spain,18-24,2021-04-16,5.34,2.21,0.01
Spain,18-24,2021-04-23,5.44,2.25,0.01
Spain,18-24,2021-04-30,5.57,2.32,0.01
Spain,18-24,2021-05-07,5.78,2.4,0.01
Spain,18-24,2021-05-14,6.09,2.51,0.01
Spain,18-24,2021-05-21,6.5,2.63,0.01
Spain,18-24,2021-05-28,6.74,3.01,0.01
Spain,18-24,2021-06-04,7.02,3.82,0.01
Spain,18-24,2021-06-11,7.32,4.63,0.01
Spain,18-24,2021-06-18,7.64,5.51,0.01
Spain,18-24,2021-06-25,8.07,6.25,0.01
Spain,18-24,2021-07-02,9.38,6.93,0.01
Spain,18-24,2021-07-09,13.25,7.61,0.01
Spain,18-24,2021-07-16,19.53,8.33,0.01
Spain,18-24,2021-07-23,28.97,9.4,0.01
Spain,18-24,2021-07-30,41.77,11.72,0.01
Spain,18-24,2021-08-06,53.48,14.41,0.02
Spain,18-24,2021-08-13,65.31,20.57,0.02
Spain,18-24,2021-08-20,69.82,31.97,0.02
Spain,18-24,2021-08-27,72.62,43.72,0.03
Spain,18-24,2021-09-03,75.44,55.38,0.04
Spain,18-24,2021-09-10,77.58,60.07,0.05
Spain,18-24,2021-09-17,79.03,62.49,0.06
Spain,18-24,2021-09-24,80.08,64.27,0.09
Spain,18-24,2021-10-01,80.8,65.56,0.11
Spain,18-24,2021-10-08,81.36,66.32,0.13
Spain,18-24,2021-10-15,81.81,66.86,0.16
Spain,18-24,2021-10-22,82.23,67.32,0.19
Spain,18-24,2021-10-29,82.59,67.67,0.22
Spain,18-24,2021-11-05,82.85,67.91,0.25
Spain,18-24,2021-11-12,83.13,68.16,0.3
Spain,18-24,2021-11-19,83.46,68.42,0.4
Spain,18-24,2021-11-26,83.9,68.63,0.63
Spain,18-24,2021-12-03,84.49,68.88,1.35
Spain,18-24,2021-12-10,84.92,69.09,1.95
Spain,18-24,2021-12-17,85.48,69.38,2.89
Spain,18-24,2021-12-24,86.01,69.7,3.86
Spain,18-24,2021-12-31,86.36,69.98,4.59
Spain,18-24,2022-01-07,86.59,70.21,5.06
Spain,18-24,2022-01-14,86.83,70.53,5.44
Spain,18-24,2022-01-21,87.03,70.79,5.96
Spain,18-24,2022-01-28,87.18,71.0,8.79
Spain,18-24,2022-02-04,87.29,71.17,12.4
Spain,18-24,2022-02-11,87.38,71.33,17.62
Spain,18-24,2022-02-18,87.45,71.47,20.97
Spain,18-24,2022-02-25,87.51,71.56,23.1
Spain,18-24,2022-03-04,87.54,71.63,24.52
Spain,18-24,2022-03-11,87.59,71.69,25.41
Spain,18-24,2022-03-18,87.62,71.73,26.06
Spain,18-24,2022-03-25,87.64,71.77,26.59
Spain,18-24,2022-04-01,87.66,71.81,27.04
Spain,18-24,2022-04-08,87.68,71.83,27.43
Spain,18-24,2022-04-15,87.69,71.85,27.81
Spain,18-24,2022-04-22,87.7,71.87,28.17
Spain,18-24,2022-04-29,87.72,71.89,28.46
Spain,18-24,2022-05-06,87.73,71.9,28.7
Spain,18-24,2022-05-13,87.74,71.91,28.95
Spain,18-24,2022-05-20,87.76,71.93,29.25
Spain,18-24,2022-05-27,87.77,71.94,29.55
Spain,18-24,2022-06-03,87.78,71.96,29.86
Spain,18-24,2022-06-10,87.79,71.97,30.22
Spain,18-24,2022-06-17,87.8,71.99,30.6
Spain,18-24,2022-06-24,87.81,72.01,31.0
Spain,18-24,2022-07-01,87.82,72.02,31.47
Spain,18-24,2022-07-08,87.83,72.03,31.92
Spain,18-24,2022-07-15,87.84,72.05,32.37
Spain,18-24,2022-07-22,87.85,72.06,32.74
Spain,18-24,2022-07-29,87.85,72.07,33.04
Spain,18-24,2022-08-05,87.86,72.08,33.23
Spain,18-24,2022-08-12,87.87,72.09,33.4
Spain,18-24,2022-08-19,87.87,72.1,33.53
Spain,18-24,2022-08-26,87.88,72.1,33.7
Spain,18-24,2022-09-02,87.88,72.11,33.85
Spain,18-24,2022-09-09,87.89,72.11,33.98
Spain,18-24,2022-09-16,87.89,72.12,34.08
Spain,18-24,2022-09-23,87.9,72.12,34.16
Spain,18-24,2022-09-30,87.9,72.13,34.24
Spain,18-24,2022-10-07,87.91,72.13,34.3
Spain,18-24,2022-10-14,87.91,72.13,34.35
Spain,18-24,2022-10-21,87.91,72.13,34.42
Spain,18-24,2022-10-28,87.92,72.14,34.49
Spain,18-24,2022-11-04,87.92,72.14,34.55
Spain,18-24,2022-11-11,87.92,72.14,34.63
Spain,18-24,2022-11-18,87.92,72.14,34.7
Spain,18-24,2022-11-25,87.93,72.14,34.76
Spain,18-24,2022-12-02,87.93,72.15,34.82
Spain,18-24,2022-12-09,87.93,72.15,34.85
Spain,18-24,2022-12-16,87.93,72.15,34.9
Spain,18-24,2022-12-23,87.93,72.15,34.94
Spain,18-24,2022-12-30,87.93,72.15,35.0
Spain,18-24,2023-01-06,87.93,72.15,35.07
Spain,18-24,2023-01-13,87.94,72.15,35.15
Spain,18-24,2023-01-20,87.94,72.15,35.25
Spain,18-24,2023-01-27,87.94,72.15,35.33
Spain,18-24,2023-02-03,87.94,72.16,35.38
Spain,18-24,2023-02-10,87.94,72.16,35.42
Spain,18-24,2023-02-17,87.95,72.16,35.45
Spain,18-24,2023-02-24,87.95,72.16,35.48
Spain,18-24,2023-03-03,87.95,72.16,35.5
Spain,18-24,2023-03-10,87.95,72.16,35.53
Spain,18-24,2023-03-17,87.95,72.16,35.54
Spain,18-24,2023-03-24,87.95,72.16,35.57
Spain,18-24,2023-03-31,87.95,72.16,35.59
Spain,18-24,2023-04-07,87.95,72.16,35.61
Spain,18-24,2023-04-14,87.95,72.16,35.62
Spain,18-24,2023-04-21,87.95,72.16,35.64
Spain,18-24,2023-04-28,87.95,72.16,35.65
Spain,18-24,2023-05-05,87.95,72.16,35.66
